School_Name,School_Type,Longitude,Latitude,Address_Town,Address_Postcode,Region_Name,LGA_Name,LGA_ID
Seaholme Primary School,Primary,144.83991,-37.86421,Seaholme,3018,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
Somers Primary School,Primary,145.16461,-38.39212,Somers,3927,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Upwey Primary School,Primary,145.3328,-37.90287,Upwey,3158,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Coburg North Primary School,Primary,144.95185,-37.73617,Coburg,3058,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Rosanna Primary School,Primary,145.0629,-37.73539,Rosanna,3084,NORTH-WESTERN VICTORIA,Banyule (C),66
Wantirna South Primary School,Primary,145.23734,-37.87253,Wantirna South,3152,NORTH-EASTERN VICTORIA,Knox (C),367
Strathmore Primary School,Primary,144.917,-37.73551,Strathmore,3041,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Balwyn North Primary School,Primary,145.07704,-37.7967,Balwyn North,3104,NORTH-EASTERN VICTORIA,Boroondara (C),111
Solway Primary School,Primary,145.07283,-37.87324,Ashburton,3147,NORTH-EASTERN VICTORIA,Boroondara (C),111
Wangaratta West Primary School,Primary,146.30442,-36.35413,Wangaratta,3677,NORTH-EASTERN VICTORIA,Wangaratta (RC),670
Mount Beauty Primary School,Primary,147.17159,-36.7395,Mount Beauty,3699,NORTH-EASTERN VICTORIA,Alpine (S),11
Newlands Primary School,Primary,144.98538,-37.73011,Preston,3072,NORTH-WESTERN VICTORIA,Darebin (C),189
Newborough Primary School,Primary,146.29279,-38.18858,Newborough,3825,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Traralgon (Stockdale Road) Primary School,Primary,146.52417,-38.18998,Traralgon,3844,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Gowrie Street Primary School Shepparton,Primary,145.39635,-36.3668,Shepparton,3630,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Tootgarook Primary School,Primary,144.85732,-38.36948,Tootgarook,3941,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Moe (South Street) Primary School,Primary,146.26006,-38.18319,Moe,3825,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Roslyn Primary School,Primary,144.32982,-38.17401,Belmont,3216,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Newport Gardens Primary School,Primary,144.86883,-37.84521,Newport,3015,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
St Georges Road Primary School Shepparton,Primary,145.40574,-36.39009,Shepparton,3630,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Malvern Valley Primary School,Primary,145.08149,-37.8807,Malvern East,3145,SOUTH-EASTERN VICTORIA,Stonnington (C),635
Newborough East Primary School,Primary,146.29376,-38.179,Newborough,3825,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Belmore School,Special,145.08114,-37.80428,Balwyn,3103,NORTH-EASTERN VICTORIA,Boroondara (C),111
Croxton Special School,Special,144.9874,-37.764,Northcote,3070,NORTH-WESTERN VICTORIA,Darebin (C),189
Herne Hill Primary School,Primary,144.33245,-38.12936,Hamlyn Heights,3218,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Frankston East Primary School,Primary,145.14553,-38.14663,Frankston,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
Selby Primary School,Primary,145.36752,-37.91143,Selby,3159,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Reservoir East Primary School,Primary,145.02184,-37.71998,Reservoir,3073,NORTH-WESTERN VICTORIA,Darebin (C),189
Tucker Road Bentleigh Primary School,Primary,145.04901,-37.93254,Bentleigh,3204,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
Katunga Primary School,Primary,145.45561,-35.99856,Katunga,3640,NORTH-EASTERN VICTORIA,Moira (S),490
Ballarat North Primary School,Primary,143.86281,-37.5401,Ballarat,3350,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Bandiana Primary School,Primary,146.92714,-36.15296,Bandiana,3694,NORTH-EASTERN VICTORIA,Wodonga (C),717
Greythorn Primary School,Primary,145.09596,-37.80143,Balwyn North,3104,NORTH-EASTERN VICTORIA,Boroondara (C),111
Warragul North Primary School,Primary,145.93985,-38.14811,Warragul,3820,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Horsham West and Haven Primary School,Primary,142.17999,-36.71742,Horsham,3400,SOUTH-WESTERN VICTORIA,Horsham (RC),319
Traralgon (Kosciuszko Street) Primary School,Primary,146.51536,-38.19927,Traralgon,3844,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Traralgon (Liddiard Road) Primary School,Primary,146.55149,-38.20155,Traralgon,3844,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Eastwood Primary School,Primary,145.25295,-37.81724,Ringwood East,3135,NORTH-EASTERN VICTORIA,Maroondah (C),441
Pascoe Vale South Primary School,Primary,144.93562,-37.74572,Pascoe Vale South,3044,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Lalor Primary School,Primary,145.02539,-37.67008,Lalor,3075,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Reservoir West Primary School,Primary,144.99023,-37.72214,Reservoir,3073,NORTH-WESTERN VICTORIA,Darebin (C),189
Coatesville Primary School,Primary,145.07363,-37.92008,Bentleigh East,3165,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
Old Orchard Primary School,Primary,145.15251,-37.80757,Blackburn North,3130,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Huntingdale Primary School,Primary,145.10236,-37.91308,Oakleigh South,3167,NORTH-EASTERN VICTORIA,Monash (C),497
Box Hill North Primary School,Primary,145.12331,-37.80079,Box Hill North,3129,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Ferntree Gully North Primary School,Primary,145.29942,-37.87479,Ferntree Gully,3156,NORTH-EASTERN VICTORIA,Knox (C),367
Ararat West Primary School,Primary,142.921,-37.27736,Ararat,3377,SOUTH-WESTERN VICTORIA,Ararat (RC),26
Oak Park Primary School,Primary,144.91504,-37.71553,Oak Park,3046,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Dandenong North Primary School,Primary,145.21447,-37.97664,Dandenong,3175,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Bairnsdale West Primary School,Primary,147.6081,-37.82454,Bairnsdale,3875,SOUTH-EASTERN VICTORIA,East Gippsland (S),211
Kalianna Special School,Special,144.27865,-36.73783,Bendigo,3550,NORTH-WESTERN VICTORIA,Greater Bendigo (C),262
Harrisfield Primary School,Primary,145.1799,-37.95444,Noble Park,3174,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Pascoe Vale North Primary School,Primary,144.94848,-37.72126,Pascoe Vale,3044,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Belle Vue Primary School,Primary,145.07865,-37.78252,Balwyn North,3104,NORTH-EASTERN VICTORIA,Boroondara (C),111
Oberon Primary School,Primary,144.34199,-38.17944,Belmont,3216,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Moe Primary School,Primary,146.24672,-38.18973,Moe,3825,SOUTH-EASTERN VICTORIA,Latrobe (C),381
St Albans East Primary School,Primary,144.81109,-37.74217,St Albans,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Bourchier Street Primary School Shepparton,Primary,145.41297,-36.36654,Shepparton,3630,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Swan Hill North Primary School,Primary,143.54607,-35.33179,Swan Hill,3585,NORTH-WESTERN VICTORIA,Swan Hill (RC),661
Sunshine Heights Primary School,Primary,144.81816,-37.79222,Sunshine,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Sunshine North Primary School,Primary,144.83719,-37.77201,Sunshine North,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Banyule Primary School,Primary,145.07794,-37.74361,Rosanna,3084,NORTH-WESTERN VICTORIA,Banyule (C),66
Portland South Primary School,Primary,141.61062,-38.36527,Portland,3305,SOUTH-WESTERN VICTORIA,Glenelg (S),241
Rosanna Golf Links Primary School,Primary,145.07412,-37.73512,Rosanna,3084,NORTH-WESTERN VICTORIA,Banyule (C),66
Cheltenham East Primary School,Primary,145.06835,-37.96526,Cheltenham,3192,SOUTH-EASTERN VICTORIA,Kingston (C),343
Cranbourne South Primary School,Primary,145.24506,-38.14794,Cranbourne South,3977,SOUTH-EASTERN VICTORIA,Casey (C),161
Yarrunga Primary School,Primary,146.31718,-36.37256,Wangaratta,3677,NORTH-EASTERN VICTORIA,Wangaratta (RC),670
Ballarat Specialist School,Special,143.8187,-37.55244,Lake Gardens,3355,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Preston North East Primary School,Primary,145.02946,-37.73305,East Preston,3072,NORTH-WESTERN VICTORIA,Darebin (C),189
Nelson Park School,Special,144.3377,-38.11424,Bell Park,3215,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Craigieburn Primary School,Primary,144.93355,-37.58264,Craigieburn,3064,NORTH-WESTERN VICTORIA,Hume (C),327
Warrnambool East Primary School,Primary,142.49958,-38.38959,Warrnambool,3280,SOUTH-WESTERN VICTORIA,Warrnambool (C),673
Colac South West Primary School,Primary,143.57203,-38.34363,Colac,3250,SOUTH-WESTERN VICTORIA,Colac-Otway (S),175
George Street Primary School - Hamilton,Primary,142.0344,-37.74662,Hamilton,3300,SOUTH-WESTERN VICTORIA,Southern Grampians (S),626
Valkstone Primary School,Primary,145.05717,-37.91461,Bentleigh East,3165,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
Overport Primary School,Primary,145.12697,-38.16049,Frankston,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
Wembley Primary School,Primary,144.87443,-37.82104,Yarraville,3013,SOUTH-WESTERN VICTORIA,Maribyrnong (C),433
Rosamond Special School,Special,144.85541,-37.77964,Braybrook,3019,SOUTH-WESTERN VICTORIA,Maribyrnong (C),433
Bonbeach Primary School,Primary,145.12564,-38.06649,Bonbeach,3196,SOUTH-EASTERN VICTORIA,Kingston (C),343
Heatherhill Primary School,Primary,145.15815,-37.96265,Springvale,3171,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Beaumaris North Primary School,Primary,145.03661,-37.97424,Beaumaris,3193,SOUTH-EASTERN VICTORIA,Bayside (C),91
Hamlyn Banks Primary School,Primary,144.3271,-38.11776,Hamlyn Heights,3215,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Yarraman Oaks Primary School,Primary,145.19153,-37.97029,Noble Park,3174,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Mount Pleasant Road Nunawading Primary School,Primary,145.18009,-37.82859,Nunawading,3131,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Glenroy West Primary School,Primary,144.90829,-37.70496,Glenroy,3046,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Dandenong South Primary School,Primary,145.21143,-37.99895,Dandenong,3175,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
St Albans North Primary School,Primary,144.80201,-37.73174,St Albans,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Avondale Primary School,Primary,144.86085,-37.76784,Avondale Heights,3034,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Beverley Hills Primary School,Primary,145.15984,-37.79624,Doncaster East,3109,NORTH-EASTERN VICTORIA,Manningham (C),421
Wodonga West Primary School,Primary,146.87671,-36.12241,Wodonga,3690,NORTH-EASTERN VICTORIA,Wodonga (C),717
Frankston Heights Primary School,Primary,145.14717,-38.16181,Frankston,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
Kerrimuir Primary School,Primary,145.13525,-37.80368,Box Hill North,3129,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Heathmont East Primary School,Primary,145.25769,-37.83035,Heathmont,3135,NORTH-EASTERN VICTORIA,Maroondah (C),441
Strathmore North Primary School,Primary,144.91598,-37.72486,Strathmore,3041,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Oakleigh South Primary School,Primary,145.0947,-37.92221,Oakleigh South,3167,NORTH-EASTERN VICTORIA,Monash (C),497
Thomastown East Primary School,Primary,145.0249,-37.68033,Thomastown,3074,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Mount Waverley Heights Primary School,Primary,145.11127,-37.88892,Mount Waverley,3149,NORTH-EASTERN VICTORIA,Monash (C),497
East Bentleigh Primary School,Primary,145.06942,-37.93451,Bentleigh East,3165,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
Watsonia Primary School,Primary,145.08692,-37.70703,Watsonia,3087,NORTH-WESTERN VICTORIA,Banyule (C),66
Parktone Primary School,Primary,145.08824,-37.98711,Parkdale,3195,SOUTH-EASTERN VICTORIA,Kingston (C),343
Antonio Park Primary School,Primary,145.206,-37.81619,Mitcham,3132,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Kingsbury Primary School,Primary,145.0372,-37.71602,Kingsbury,3083,NORTH-WESTERN VICTORIA,Darebin (C),189
Ardeer Primary School,Primary,144.80049,-37.78107,Ardeer,3022,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Westall Primary School,Primary,145.13574,-37.94219,Clayton South,3169,SOUTH-EASTERN VICTORIA,Kingston (C),343
Tullamarine Primary School,Primary,144.87957,-37.7022,Tullamarine,3043,NORTH-WESTERN VICTORIA,Hume (C),327
Guthridge Primary School,Primary,147.08383,-38.0957,Sale,3850,SOUTH-EASTERN VICTORIA,Wellington (S),681
Park Orchards Primary School,Primary,145.21592,-37.77952,Park Orchards,3114,NORTH-EASTERN VICTORIA,Manningham (C),421
Albion North Primary School,Primary,144.82304,-37.76212,Sunshine North,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Blackburn Lake Primary School,Primary,145.1661,-37.8276,Blackburn,3130,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Laburnum Primary School,Primary,145.13921,-37.8271,Blackburn,3130,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Rollins Primary School,Primary,144.32646,-38.10121,Bell Post Hill,3215,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Heatherwood School,Special,145.17804,-37.80034,Donvale,3111,NORTH-EASTERN VICTORIA,Manningham (C),421
Bellaire Primary School,Primary,144.31977,-38.17959,Highton,3216,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Pinewood Primary School,Primary,145.14234,-37.89012,Mount Waverley,3149,NORTH-EASTERN VICTORIA,Monash (C),497
Broadmeadows Primary School,Primary,144.92849,-37.68019,Broadmeadows,3047,NORTH-WESTERN VICTORIA,Hume (C),327
Moomba Park Primary School,Primary,144.96722,-37.69576,Fawkner,3060,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Keilor Heights Primary School,Primary,144.86649,-37.73752,Keilor East,3033,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Ainslie Parklands Primary School,Primary,145.26424,-37.79379,Croydon,3136,NORTH-EASTERN VICTORIA,Maroondah (C),441
Parkmore Primary School,Primary,145.17718,-37.84384,Forest Hill,3131,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Lara Primary School,Primary,144.41054,-38.01592,Lara,3212,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Mullum Primary School,Primary,145.23944,-37.79774,Ringwood,3134,NORTH-EASTERN VICTORIA,Maroondah (C),441
Cranbourne Park Primary School,Primary,145.27775,-38.10406,Cranbourne,3977,SOUTH-EASTERN VICTORIA,Casey (C),161
Viewbank Primary School,Primary,145.08999,-37.73473,Viewbank,3084,NORTH-WESTERN VICTORIA,Banyule (C),66
Greenhills Primary School,Primary,145.11865,-37.69228,Greensborough,3088,NORTH-WESTERN VICTORIA,Banyule (C),66
Upwey South Primary School,Primary,145.32684,-37.91314,Upwey,3158,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Simpson Primary School,Primary,143.20788,-38.49862,Simpson,3266,SOUTH-WESTERN VICTORIA,Corangamite (S),183
Eltham East Primary School,Primary,145.15486,-37.71143,Eltham,3095,NORTH-WESTERN VICTORIA,Nillumbik (S),571
Belvedere Park Primary School,Primary,145.14693,-38.10984,Seaford,3198,SOUTH-EASTERN VICTORIA,Frankston (C),217
Essex Heights Primary School,Primary,145.11564,-37.86299,Mount Waverley,3149,NORTH-EASTERN VICTORIA,Monash (C),497
Mountain Gate Primary School,Primary,145.26971,-37.88569,Ferntree Gully,3156,NORTH-EASTERN VICTORIA,Knox (C),367
Fairhills Primary School,Primary,145.2648,-37.8696,Ferntree Gully,3156,NORTH-EASTERN VICTORIA,Knox (C),367
Boronia West Primary School,Primary,145.27848,-37.85856,Boronia,3155,NORTH-EASTERN VICTORIA,Knox (C),367
Southmoor Primary School,Primary,145.05697,-37.94118,Moorabbin,3189,SOUTH-EASTERN VICTORIA,Kingston (C),343
Ringwood Heights Primary School,Primary,145.21721,-37.80423,Ringwood North,3134,NORTH-EASTERN VICTORIA,Maroondah (C),441
Glenroy Specialist School,Special,144.92053,-37.69936,Glenroy,3046,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Ruskin Park Primary School,Primary,145.29616,-37.79894,Croydon,3136,NORTH-EASTERN VICTORIA,Maroondah (C),441
Emerson School,Special,145.2081,-37.96986,Dandenong,3175,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Fyans Park Primary School,Primary,144.32686,-38.1538,Newtown,3220,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Karingal Primary School,Primary,145.15228,-38.13792,Frankston,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
Mount View Primary School,Primary,145.17881,-37.88348,Glen Waverley,3150,NORTH-EASTERN VICTORIA,Monash (C),497
Syndal South Primary School,Primary,145.1433,-37.87909,Mount Waverley,3149,NORTH-EASTERN VICTORIA,Monash (C),497
Montmorency South Primary School,Primary,145.12966,-37.72493,Montmorency,3094,NORTH-WESTERN VICTORIA,Banyule (C),66
Altona North Primary School,Primary,144.84917,-37.83698,Altona North,3025,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
Burwood Heights Primary School,Primary,145.16328,-37.84675,Burwood East,3151,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Stawell West Primary School,Primary,142.77129,-37.06576,Stawell,3380,SOUTH-WESTERN VICTORIA,Northern Grampians (S),581
Watsonia Heights Primary School,Primary,145.10073,-37.7153,Greensborough,3088,NORTH-WESTERN VICTORIA,Banyule (C),66
Forest Street Primary School,Primary,143.83543,-37.52319,Wendouree,3355,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Pembroke Primary School,Primary,145.32724,-37.7968,Mooroolbark,3138,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Mahogany Rise Primary School,Primary,145.1574,-38.12562,Frankston North,3200,SOUTH-EASTERN VICTORIA,Frankston (C),217
Wilmot Road Primary School Shepparton,Primary,145.4059,-36.3985,Shepparton,3630,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Bundoora Primary School,Primary,145.06299,-37.70734,Bundoora,3083,NORTH-WESTERN VICTORIA,Banyule (C),66
University Park Primary School,Primary,144.80307,-37.75489,St Albans,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St Albans Heights Primary School,Primary,144.81037,-37.74865,St Albans,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Kerang South Primary School,Primary,143.92716,-35.74123,Kerang,3579,NORTH-WESTERN VICTORIA,Gannawarra (S),225
Hume Valley School,Special,144.92701,-37.6724,Broadmeadows,3047,NORTH-WESTERN VICTORIA,Hume (C),327
Mentone Park Primary School,Primary,145.0828,-37.98001,Mentone,3194,SOUTH-EASTERN VICTORIA,Kingston (C),343
Donvale Primary School,Primary,145.17378,-37.80041,Donvale,3111,NORTH-EASTERN VICTORIA,Manningham (C),421
Bell Park North Primary School,Primary,144.33602,-38.10589,Bell Park,3215,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Boronia Heights Primary School,Primary,145.29648,-37.84457,Boronia,3155,NORTH-EASTERN VICTORIA,Knox (C),367
Glenallen School,Special,145.16175,-37.88836,Glen Waverley,3150,NORTH-EASTERN VICTORIA,Monash (C),497
Churchill Primary School,Primary,146.41542,-38.3111,Churchill,3842,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Montpellier Primary School,Primary,144.31612,-38.16627,Highton,3216,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Bayswater South Primary School,Primary,145.26135,-37.8549,Bayswater,3153,NORTH-EASTERN VICTORIA,Knox (C),367
Seaford North Primary School,Primary,145.13361,-38.09016,Seaford,3198,SOUTH-EASTERN VICTORIA,Frankston (C),217
Morwell Park Primary School,Primary,146.42446,-38.22793,Morwell,3840,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Lalor East Primary School,Primary,145.03554,-37.67658,Thomastown,3074,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Jackson School,Special,144.81418,-37.75602,St Albans,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Carlton Primary School,Primary,144.97045,-37.7956,Carlton,3053,SOUTH-WESTERN VICTORIA,Melbourne (C),460
Wangala Primary School,Primary,144.33986,-38.18571,Belmont,3216,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Templestowe Valley Primary School,Primary,145.10938,-37.76061,Lower Templestowe,3107,NORTH-EASTERN VICTORIA,Manningham (C),421
Highvale Primary School,Primary,145.17407,-37.86702,Glen Waverley,3150,NORTH-EASTERN VICTORIA,Monash (C),497
Watsonia North Primary School,Primary,145.08051,-37.7004,Watsonia North,3087,NORTH-WESTERN VICTORIA,Banyule (C),66
Wooranna Park Primary School,Primary,145.21636,-37.96024,Dandenong,3175,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Knox Park Primary School,Primary,145.2514,-37.88363,Knoxfield,3180,NORTH-EASTERN VICTORIA,Knox (C),367
Birralee Primary School,Primary,145.11335,-37.79342,Doncaster,3108,NORTH-EASTERN VICTORIA,Manningham (C),421
Ararat North Primary School,Primary,142.94005,-37.27465,Ararat,3377,SOUTH-WESTERN VICTORIA,Ararat (RC),26
Derinya Primary School,Primary,145.12094,-38.17444,Frankston South,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
Thomastown West Primary School,Primary,145.00079,-37.6787,Thomastown,3074,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Rowville Primary School,Primary,145.23711,-37.92292,Rowville,3178,NORTH-EASTERN VICTORIA,Knox (C),367
Mossfiel Primary School,Primary,144.69612,-37.87288,Hoppers Crossing,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Templestowe Heights Primary School,Primary,145.11935,-37.76721,Templestowe Lower,3107,NORTH-EASTERN VICTORIA,Manningham (C),421
Ballam Park Primary School,Primary,145.15828,-38.14746,Frankston,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
Sunbury West Primary School,Primary,144.71292,-37.5748,Sunbury,3429,NORTH-WESTERN VICTORIA,Hume (C),327
Gladstone Park Primary School,Primary,144.88658,-37.68715,Gladstone Park,3043,NORTH-WESTERN VICTORIA,Hume (C),327
Manchester Primary School,Primary,145.30955,-37.77213,Mooroolbark,3138,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Glendal Primary School,Primary,145.15904,-37.86708,Glen Waverley,3150,NORTH-EASTERN VICTORIA,Monash (C),497
Bimbadeen Heights Primary School,Primary,145.32114,-37.77376,Mooroolbark,3138,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Wattle View Primary School,Primary,145.27802,-37.87582,Ferntree Gully,3156,NORTH-EASTERN VICTORIA,Knox (C),367
Sherbourne Primary School,Primary,145.13008,-37.70891,Briar Hill,3088,NORTH-WESTERN VICTORIA,Banyule (C),66
Donburn Primary School,Primary,145.16552,-37.78746,Doncaster East,3109,NORTH-EASTERN VICTORIA,Manningham (C),421
Guthrie Street Primary School Shepparton,Primary,145.39097,-36.3985,Shepparton,3630,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Araluen Primary School,Primary,147.08906,-38.10805,Sale,3850,SOUTH-EASTERN VICTORIA,Wellington (S),681
Vermont South Special School,Special,145.1806,-37.85114,Vermont South,3133,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Concord School,Special,145.07501,-37.702,Bundoora,3083,NORTH-WESTERN VICTORIA,Banyule (C),66
Deer Park West Primary School,Primary,144.76444,-37.772,Deer Park,3023,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Campbellfield Heights Primary School,Primary,144.96587,-37.67433,Campbellfield,3061,NORTH-WESTERN VICTORIA,Hume (C),327
Lalor North Primary School,Primary,145.02854,-37.66415,Lalor,3075,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Melton West Primary School,Primary,144.56749,-37.67748,Melton West,3337,SOUTH-WESTERN VICTORIA,Melton (C),465
Diamond Creek East Primary School,Primary,145.1656,-37.67419,Diamond Creek,3089,NORTH-WESTERN VICTORIA,Nillumbik (S),571
Brandon Park Primary School,Primary,145.17325,-37.91432,Wheelers Hill,3150,NORTH-EASTERN VICTORIA,Monash (C),497
Bayswater West Primary School,Primary,145.25305,-37.84907,Bayswater,3153,NORTH-EASTERN VICTORIA,Knox (C),367
Mornington Park Primary School,Primary,145.05875,-38.22603,Mornington,3931,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Wodonga South Primary School,Primary,146.89399,-36.13962,Wodonga,3690,NORTH-EASTERN VICTORIA,Wodonga (C),717
Aldercourt Primary School,Primary,145.16162,-38.11662,Frankston North,3200,SOUTH-EASTERN VICTORIA,Frankston (C),217
Richmond West Primary School,Primary,144.99574,-37.81363,Richmond,3121,NORTH-WESTERN VICTORIA,Yarra (C),735
Marlborough Primary School,Primary,145.23294,-37.83641,Heathmont,3135,NORTH-EASTERN VICTORIA,Maroondah (C),441
Stevensville Primary School,Primary,144.78121,-37.7361,St Albans,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Birmingham Primary School,Primary,145.36852,-37.77958,Mount Evelyn,3796,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Woodville Primary School,Primary,144.69123,-37.88377,Hoppers Crossing,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Glengala Primary School,Primary,144.81407,-37.79899,Sunshine West,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Karingal Heights Primary School,Primary,145.16681,-38.14148,Frankston,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
Wallarano Primary School,Primary,145.17082,-37.97962,Noble Park,3174,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Victoria Road Primary School,Primary,145.33611,-37.75518,Lilydale,3140,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Mooroolbark East Primary School,Primary,145.3357,-37.7868,Mooroolbark,3138,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Ardeer South Primary School,Primary,144.799,-37.7884,Sunshine West,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Gladesville Primary School,Primary,145.32291,-37.8111,Kilsyth,3137,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Falls Creek Primary School,Primary,147.27976,-36.86431,Falls Creek,3699,NORTH-EASTERN VICTORIA,Unincorporated Vic,939
Debney Meadows Primary School,Primary,144.93515,-37.78598,Flemington,3031,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Fountain Gate Primary School,Primary,145.2952,-38.00942,Narre Warren,3805,SOUTH-EASTERN VICTORIA,Casey (C),161
Tinternvale Primary School,Primary,145.26534,-37.81841,Ringwood East,3135,NORTH-EASTERN VICTORIA,Maroondah (C),441
Grovedale West Primary School,Primary,144.32895,-38.20828,Grovedale,3216,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Baringa Special School,Special,146.2572,-38.19174,Moe,3825,SOUTH-EASTERN VICTORIA,Latrobe (C),381
